Name,Phone Number,Email,Water Bill,Electricity Bill,Rent,Grocery Bill,Maintenance,Food Expenditure,Entertainment Expenditure,EMIs,Other Payments,Loan Repayment,Loans Taken,Water Bill Delay (Days),Electricity Bill Delay (Days),Rent Delay (Days),Grocery Bill Delay (Days),Maintenance Delay (Days),Food Expenditure Delay (Days),Entertainment Expenditure Delay (Days),EMIs Delay (Days),Other Payments Delay (Days),Loan Repayment Delay (Days),Credit Score,Season,Mobile Recharges,Online Purchases,Transaction Count,Average Transaction Amount,Active Contacts,Social App Activity
Lisa Smith,+916935543581,lisasmith940@gmail.com,807.87,2215.46,77743.23,2945.32,133.74,4101.83,6347.15,2651.83,895.65,0.0,0.0,13,7,0,0,0,0,0,0,0,0,726,Summer,8,7,57,1422.6,168,39
Sarah Pandey,+919962281972,sarahpandey814@outlook.com,123.9,2495.96,18570.28,1458.36,1355.63,1977.94,23371.86,72907.82,3283.7,2108.96,46348.91,2,0,0,0,0,0,0,0,0,0,788,Winter,6,9,86,1112.23,214,1
Ravi Verma,+919338310631,raviverma963@yahoo.com,155.47,8150.99,97993.95,11722.55,2570.1,1427.95,1229.63,4227.11,1104.78,0.0,0.0,0,0,0,0,0,0,0,0,3,0,812,Winter,8,18,122,524.01,203,15
Nisha Smith,+918529144119,nishasmith96@yahoo.com,686.77,2070.51,18624.06,4315.42,3440.08,2896.35,12870.7,16123.41,1049.23,0.0,0.0,0,0,0,0,0,0,0,0,0,0,719,Spring,5,5,83,243.62,34,9
Ashley Taylor,+916376051849,ashleytaylor734@yahoo.com,804.19,2226.47,35460.74,7215.69,5014.0,1697.35,5322.76,3560.57,2594.61,0.0,0.0,0,0,0,0,0,0,0,0,1,0,732,Monsoon,1,10,58,727.16,42,31
Ananya Iyer,+917597296618,ananyaiyer859@hotmail.com,381.84,1156.15,14250.04,4264.37,1076.94,1698.3,10286.63,1686.75,651.42,0.0,0.0,0,0,0,0,0,0,0,0,2,0,686,Winter,7,10,74,407.3,88,29
Manoj Williams,+918911937280,manojwilliams916@example.com,435.32,2029.41,49119.1,3505.76,2704.05,1805.22,12601.04,1232.42,1709.94,0.0,0.0,0,0,0,0,0,1,0,5,0,0,659,Winter,5,6,61,839.66,152,3
Karan Joshi,+916931198282,karanjoshi697@gmail.com,245.04,2222.62,26800.62,3807.99,310.63,4754.26,34989.31,5802.87,1956.12,0.0,0.0,0,0,0,0,0,0,0,0,0,0,840,Spring,6,9,96,1443.06,128,18
Rashmi Williams,+918890750770,rashmiwilliams98@gmail.com,378.99,2563.48,35463.41,2721.29,19298.33,3042.24,12195.26,2897.97,2645.77,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Monsoon,6,9,108,1038.94,196,51
Christopher Verma,+917542055428,christopherverma544@yahoo.com,349.09,839.35,11869.07,2735.64,2464.84,1490.54,12909.64,1735.41,363.82,0.0,0.0,0,0,0,4,0,5,0,0,0,0,658,Spring,4,9,108,520.61,132,54
William Nair,+919485875199,williamnair239@gmail.com,608.18,2766.3,36787.64,14808.11,784.78,1252.1,5583.7,4489.28,21351.22,0.0,0.0,0,0,0,0,0,0,0,0,0,0,839,Summer,8,9,111,1120.32,128,72
William Smith,+917835866474,williamsmith892@outlook.com,170.19,3660.2,100169.12,24112.3,3902.11,1098.68,8923.25,13581.25,5102.84,0.0,0.0,0,6,1,0,0,0,0,0,0,0,744,Summer,5,6,99,343.47,218,8
Vinod Nair,+919141101721,vinodnair119@hotmail.com,38.02,1640.75,43196.99,4481.68,1787.87,1681.06,1026.12,9169.23,1657.5,1855.41,57250.54,0,0,0,0,0,2,0,0,0,0,707,Spring,6,9,73,830.1,133,22
Dorothy Sharma,+917819177263,dorothysharma721@outlook.com,719.32,3219.62,16033.71,8003.38,4283.36,2583.97,13059.4,9554.79,2558.58,0.0,0.0,0,0,2,0,0,0,0,0,0,0,737,Summer,7,7,136,317.12,250,3
Raj Singh,+917504119863,rajsingh928@hotmail.com,264.43,1322.08,52704.84,2135.57,1621.65,1014.72,14189.08,2945.15,17321.59,1188.66,84340.83,0,0,0,0,0,0,0,0,0,0,825,Spring,3,11,94,1427.84,143,134
Lisa Malhotra,+919048255677,lisamalhotra903@gmail.com,510.35,2148.8,22693.83,6609.88,10439.49,1314.92,2842.75,5855.67,3232.67,1357.76,111780.46,0,0,0,0,0,0,2,0,0,1,592,Monsoon,8,9,83,418.79,174,6
Vikram Yadav,+918915920270,vikramyadav45@gmail.com,634.96,574.07,37048.91,6276.87,4192.6,1308.35,4369.93,23533.0,22003.67,3048.88,128058.88,0,0,0,0,0,0,1,6,0,2,755,Spring,4,7,95,608.48,159,207
Aarav Lopez,+917097308482,aaravlopez314@gmail.com,500.34,1765.62,94170.57,16556.55,2177.93,2073.37,15223.11,7325.24,1111.25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,758,Spring,4,9,50,626.41,221,42
Sneha Shah,+917419894652,snehashah170@hotmail.com,142.87,1536.56,44626.81,5457.91,1079.07,2757.47,10274.44,2049.28,3436.96,0.0,0.0,0,0,0,0,0,1,0,0,0,0,816,Summer,6,12,70,874.74,89,8
Sonia Mishra,+919904937762,soniamishra330@gmail.com,107.18,8228.1,33712.11,8160.81,7316.88,2758.5,5014.64,804.54,1350.43,0.0,0.0,9,0,0,0,4,0,0,0,0,0,571,Winter,3,4,51,1257.46,187,11
Joseph Pandey,+916956223042,josephpandey190@hotmail.com,250.91,4206.07,50274.1,6717.8,4080.28,1669.56,13255.94,4791.83,531.92,0.0,0.0,0,0,0,0,0,0,0,0,0,0,883,Spring,10,8,108,983.4,201,39
Aarav Verma,+916362034960,aaravverma239@yahoo.com,223.29,1813.76,36716.12,4910.99,2350.43,914.8,6225.11,171.69,2771.12,0.0,0.0,0,0,2,0,2,0,0,0,0,0,760,Monsoon,6,7,77,943.99,132,27
Amanda Mishra,+917750556154,amandamishra215@yahoo.com,803.27,1773.21,36554.71,4175.09,4147.29,1219.15,14110.12,9364.36,1692.14,410.97,25696.51,0,0,0,0,0,0,0,0,0,0,780,Monsoon,4,12,135,474.92,216,3
Sanjay Martinez,+917203818777,sanjaymartinez539@hotmail.com,483.09,10730.55,30980.68,1372.7,2909.11,1395.74,14140.72,4847.28,1819.27,0.0,0.0,0,0,2,7,0,0,0,0,0,0,734,Spring,6,15,107,505.73,110,38
Sarah Mishra,+917490667983,sarahmishra595@example.com,471.89,7474.61,19486.7,12861.4,2003.51,1943.3,9410.6,9662.98,26476.16,9981.57,302814.93,0,0,0,0,0,0,0,0,0,0,808,Spring,3,11,83,1285.57,261,41
Ashley Smith,+917492553364,ashleysmith323@gmail.com,80.56,1735.79,40734.86,24275.18,4275.74,2794.71,10418.69,5190.33,376.77,0.0,0.0,0,1,0,0,0,0,0,0,0,0,806,Spring,6,11,100,2264.33,157,18
Preeti Yadav,+916227857142,preetiyadav842@yahoo.com,232.4,2694.22,59679.98,7508.33,4082.8,1589.4,2255.54,4371.73,2562.55,1041.63,43747.62,0,0,0,0,0,0,0,0,0,0,820,Spring,7,6,93,550.01,273,11
Arun Lopez,+916682463183,arunlopez74@outlook.com,177.53,2152.2,27897.56,9285.47,6710.51,3456.2,7273.16,2252.52,21949.43,4218.06,105321.94,0,0,1,0,0,2,3,0,0,0,773,Winter,9,6,66,1045.54,244,69
William Bansal,+917839632794,williambansal803@gmail.com,162.55,4508.39,132236.33,2055.07,5984.66,785.52,3844.44,13585.58,6930.62,960.66,69709.35,0,0,9,0,0,0,14,3,0,0,590,Winter,3,6,60,576.04,182,6
Deborah Garcia,+917730918783,deborahgarcia646@hotmail.com,550.1,3730.01,46230.19,3277.61,2713.76,2540.36,3926.82,3187.14,4133.78,0.0,0.0,0,0,0,0,0,0,0,0,0,0,835,Spring,7,8,88,844.52,192,52
Sneha Martin,+917693757696,snehamartin607@yahoo.com,144.01,800.7,39608.28,18822.55,1953.62,2859.52,5079.3,1983.75,3232.51,0.0,0.0,0,0,0,0,1,0,0,0,0,0,831,Monsoon,4,11,92,965.11,221,56
Daniel Thomas,+919354850581,danielthomas278@hotmail.com,230.39,1764.33,29824.67,4122.25,2782.74,1507.62,9821.83,30713.36,3872.08,0.0,0.0,0,0,2,0,0,0,8,0,0,0,756,Summer,5,10,110,1263.86,149,6
Pooja Bansal,+916071729095,poojabansal705@gmail.com,187.86,5628.34,32580.9,6316.76,924.75,3637.47,54328.4,7525.87,1865.77,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Spring,7,14,89,1468.89,215,18
Joseph Brown,+917584881525,josephbrown389@example.com,97.32,2100.18,34649.74,12134.23,1861.75,1528.58,1473.66,1729.6,829.79,11700.27,261146.37,0,0,0,0,8,0,1,0,0,0,656,Monsoon,5,10,45,1447.07,183,116
Emma Bansal,+919453236360,emmabansal963@outlook.com,418.68,658.75,18682.27,3136.83,5420.93,1445.1,11719.46,1726.33,11071.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,816,Monsoon,4,12,72,1478.89,176,5
Arun Reddy,+917633234079,arunreddy370@hotmail.com,779.22,2328.89,58394.22,14046.21,867.1,289.53,5729.78,17607.44,623.98,0.0,0.0,0,0,0,0,0,0,0,0,0,0,815,Winter,3,10,115,598.08,215,130
Richard Johnson,+919389885135,richardjohnson877@yahoo.com,543.05,1429.08,46982.43,6066.77,3034.48,1656.39,44977.82,10891.73,1987.19,0.0,0.0,0,0,0,0,0,0,0,0,0,0,847,Monsoon,3,9,61,725.93,174,1
Ashley Joshi,+916317963971,ashleyjoshi580@example.com,213.69,3689.07,21039.08,13280.96,7109.03,1998.62,6972.86,1671.12,3627.42,0.0,0.0,0,0,0,0,0,0,0,0,0,0,888,Winter,5,11,99,139.1,290,90
Arjun Malhotra,+917531156446,arjunmalhotra232@hotmail.com,638.7,3915.45,52715.91,12104.42,2839.59,1154.39,1031.49,17676.15,15801.66,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Summer,6,9,80,2741.03,210,148
Jennifer Gupta,+919710228512,jennifergupta243@gmail.com,32.86,4832.17,39850.73,16092.45,873.64,2780.29,5743.86,2001.66,28899.61,1325.97,35059.0,0,0,0,1,0,0,0,10,0,0,768,Summer,6,3,59,954.11,311,62
Christopher Gupta,+918930975186,christophergupta140@example.com,721.64,3479.32,46363.69,2260.91,460.53,582.54,14893.38,10896.41,776.38,1992.23,48926.61,0,0,3,0,0,0,0,0,0,1,793,Monsoon,9,3,104,2084.59,200,107
Jessica Shah,+919462623958,jessicashah196@hotmail.com,111.74,2700.1,22265.67,16515.64,4335.5,740.37,7687.72,1038.89,610.14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,763,Spring,8,13,99,2943.69,183,4
Divya Bansal,+918168362850,divyabansal833@hotmail.com,348.99,2845.65,29355.38,8917.28,2373.46,1283.97,4520.15,6853.82,5767.37,0.0,0.0,0,0,6,0,0,0,0,0,0,0,717,Summer,6,13,94,729.27,51,43
Jessica Jones,+919054000486,jessicajones672@outlook.com,184.84,3560.13,29382.02,3567.69,1624.62,1435.21,29621.71,15959.81,1268.29,1200.69,29199.33,0,0,0,0,0,0,0,0,1,0,842,Summer,11,13,112,1662.06,242,76
Nisha Bansal,+919252640216,nishabansal747@yahoo.com,462.85,1037.06,51979.36,8932.11,1163.12,1091.62,1846.91,1042.57,730.23,0.0,0.0,0,0,3,0,0,0,1,0,0,0,539,Winter,3,1,70,399.1,89,97
Sunita Joshi,+918534606377,sunitajoshi505@yahoo.com,184.78,2656.53,52010.04,2484.51,12402.39,1455.92,6500.56,18493.49,4814.78,753.11,41171.5,0,0,0,0,0,0,0,0,0,0,797,Spring,6,9,116,710.2,156,30
Akash Miller,+919370955430,akashmiller102@outlook.com,120.59,2886.23,23152.78,5637.47,1530.6,1048.6,4719.02,2393.64,4305.56,0.0,0.0,0,0,0,0,0,0,0,2,1,0,627,Spring,8,5,89,1005.91,167,64
Deepak Joshi,+916080534288,deepakjoshi929@example.com,648.02,3512.37,34825.53,11513.9,4549.51,596.94,26054.59,2530.81,16216.66,0.0,0.0,0,0,0,0,0,0,0,0,0,0,819,Monsoon,3,7,63,1512.05,173,73
Pooja Chopra,+916598855016,poojachopra786@outlook.com,602.07,3081.71,22893.93,6569.82,5390.47,1372.48,4061.16,1805.63,6593.87,0.0,0.0,0,0,0,0,0,0,0,0,0,0,888,Winter,4,7,97,1294.5,281,60
Lisa Yadav,+917650093099,lisayadav17@gmail.com,176.32,1371.78,52450.05,2396.88,1778.74,1322.5,21332.8,7809.05,3244.67,4465.6,124141.4,0,0,0,0,0,0,0,0,0,0,621,Winter,5,4,99,614.43,123,0
Riya Davis,+916230769533,riyadavis309@hotmail.com,384.25,1951.06,38764.81,12881.84,7721.19,1860.3,4593.12,2326.15,7278.83,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Winter,7,9,89,2313.56,189,8
Sanjay Sharma,+917439447904,sanjaysharma255@outlook.com,346.49,5918.31,46626.27,3909.84,3670.56,551.74,1795.6,4652.7,18974.51,0.0,0.0,1,0,0,0,0,0,2,0,0,0,738,Summer,10,11,151,611.65,146,20
Ashley Gonzalez,+916674843047,ashleygonzalez523@example.com,297.84,3104.71,38294.82,11941.2,1655.98,2399.22,14631.76,21173.22,7873.51,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Winter,8,13,69,4102.38,238,82
Michael Agarwal,+919672391817,michaelagarwal119@yahoo.com,456.98,2606.33,31068.14,8493.13,2042.08,4205.78,3331.52,4561.8,4269.66,2021.99,45594.26,0,0,0,0,0,0,0,0,0,1,835,Summer,4,14,79,1037.47,184,46
Jennifer Jones,+919470561759,jenniferjones697@gmail.com,246.12,1575.26,20742.44,8594.29,2361.19,3098.75,7223.85,8615.75,7860.65,0.0,0.0,0,0,0,0,0,0,0,0,0,0,700,Summer,4,7,79,152.23,158,5
Rashmi Thomas,+918022936309,rashmithomas513@example.com,89.85,1007.9,42852.73,5974.93,2582.44,1005.27,12693.95,8039.57,30513.42,681.24,20243.96,0,0,0,0,0,0,0,0,0,0,900,Spring,3,11,63,665.06,201,17
Melissa Iyer,+917774650687,melissaiyer867@outlook.com,145.46,2163.01,29756.4,2918.82,1410.44,1255.98,2980.43,3259.12,604.91,0.0,0.0,0,8,0,2,0,0,0,0,0,0,675,Winter,12,4,67,298.64,201,33
Richard Taylor,+919519826138,richardtaylor672@example.com,224.17,4026.49,58894.6,6735.19,4574.42,443.82,6896.52,2486.59,18439.74,0.0,0.0,0,0,0,0,0,0,0,4,0,0,764,Winter,9,8,93,612.73,158,46
Deepak Smith,+916502100691,deepaksmith482@gmail.com,755.6,1760.11,46707.03,10688.12,4432.42,2336.94,10692.64,2139.23,390.62,0.0,0.0,0,0,0,0,1,0,0,0,0,0,714,Monsoon,6,8,81,421.74,125,105
Nisha Jones,+919547221032,nishajones150@hotmail.com,186.59,1581.32,23249.05,5722.42,7173.16,2980.64,2529.8,657.64,1619.19,0.0,0.0,0,0,0,0,0,0,0,0,1,0,771,Monsoon,8,7,80,1912.66,205,82
Rohit Pandey,+916634521017,rohitpandey765@yahoo.com,310.45,1213.84,46117.89,15435.37,4646.08,2580.47,13201.16,28241.69,411.24,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Summer,7,12,100,1315.01,205,10
Sarah Yadav,+916989026572,sarahyadav370@hotmail.com,93.16,496.43,65621.04,11194.02,2031.12,6460.92,4918.35,532.02,3170.25,0.0,0.0,0,0,3,0,3,0,0,0,7,0,633,Winter,2,5,69,191.2,173,0
Sneha Brown,+917153256351,snehabrown240@hotmail.com,170.14,4475.86,110688.34,16841.37,1159.97,1244.77,1255.98,43386.92,3395.86,0.0,0.0,0,1,0,0,0,0,0,0,0,0,771,Summer,5,4,105,966.34,176,22
Akash Jain,+916468219107,akashjain496@example.com,234.39,6834.65,16995.4,22160.4,3236.57,1597.93,9615.21,2267.3,2223.85,0.0,0.0,0,0,0,0,0,7,1,0,0,0,662,Monsoon,4,5,98,780.23,99,15
Kavya Martin,+918237677686,kavyamartin688@outlook.com,226.41,1519.44,44129.16,9335.89,6288.75,1061.57,1130.25,5243.78,149.41,4906.35,126274.12,0,0,0,0,0,0,0,0,0,0,768,Winter,6,7,110,1361.46,167,0
Kavya Gonzalez,+917516781911,kavyagonzalez298@gmail.com,487.84,8501.8,63626.75,11112.37,10846.74,3061.53,11431.41,7145.03,7991.14,4490.04,326028.12,0,0,0,0,0,0,0,0,0,0,900,Spring,3,4,55,289.38,95,107
Thomas Malhotra,+918355474358,thomasmalhotra15@gmail.com,351.42,2214.93,36229.62,3925.35,742.16,959.48,6123.86,2960.08,2147.75,2089.12,197997.53,0,0,0,2,1,0,0,0,0,0,725,Spring,8,8,76,136.97,123,22
Suresh Jackson,+916968729038,sureshjackson308@example.com,400.34,510.76,45207.85,5113.7,1533.33,5228.3,4780.75,407.16,7692.98,938.38,89375.23,0,0,9,7,0,0,0,0,0,2,526,Monsoon,5,2,51,279.37,174,90
Robert Tiwari,+916689114247,roberttiwari70@gmail.com,376.02,1440.81,25650.37,6835.38,2248.17,917.55,6260.89,1985.14,1155.71,0.0,0.0,0,0,0,8,0,3,0,2,0,0,676,Summer,8,5,96,797.71,194,12
Aditi Moore,+917778303094,aditimoore591@example.com,408.57,7014.21,22625.11,5342.07,688.76,3230.21,9054.11,11514.16,12885.84,0.0,0.0,0,0,0,0,0,2,0,0,0,0,773,Spring,2,10,76,1150.64,239,8
Meera Davis,+918226747254,meeradavis272@outlook.com,477.61,1070.21,36768.32,17490.53,1555.48,3148.57,4277.06,774.2,21861.37,0.0,0.0,0,0,0,3,0,0,0,0,0,0,664,Winter,5,13,66,1126.18,186,35
Ananya Mishra,+919737765873,ananyamishra350@example.com,414.17,1866.89,48383.0,5342.01,1548.87,1824.99,36892.7,1002.23,8836.7,0.0,0.0,0,0,0,0,0,5,0,0,0,0,771,Spring,9,8,77,434.47,204,32
Akash Brown,+916652852751,akashbrown656@gmail.com,396.76,2395.39,65919.38,11865.18,3128.01,1922.57,2855.2,8146.74,833.67,0.0,0.0,0,0,0,0,0,0,0,0,0,0,834,Spring,6,3,112,288.48,220,41
Thomas Malhotra,+916711566559,thomasmalhotra18@hotmail.com,1010.21,597.44,36217.0,6020.83,5720.61,1473.77,4590.83,6748.5,771.69,0.0,0.0,0,0,0,0,0,0,0,0,0,0,684,Monsoon,3,8,92,320.68,135,35
Sarah Yadav,+917456092183,sarahyadav78@example.com,382.63,1191.1,46898.1,7609.03,3893.39,1138.21,50303.07,6036.7,575.67,2334.75,83020.12,0,0,0,0,0,0,0,0,0,0,792,Winter,6,6,88,823.88,157,153
Vikram Sharma,+916111913109,vikramsharma707@hotmail.com,731.85,3202.36,41258.48,9164.94,4409.75,1696.11,6393.57,2917.08,1665.73,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Spring,8,12,91,537.68,172,62
Ravi Patel,+918475203292,ravipatel81@gmail.com,736.82,3529.66,17232.87,8629.5,24607.51,2800.63,5047.82,2894.52,2930.03,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Monsoon,2,12,104,466.18,209,54
Aditi Davis,+919300751047,aditidavis773@example.com,1309.1,1471.26,43511.19,14117.56,8310.8,5861.72,19550.35,17764.26,4042.38,585.51,54051.33,0,0,0,0,0,0,0,0,0,0,841,Monsoon,7,8,110,1458.06,166,45
William Thomas,+917006630056,williamthomas305@hotmail.com,279.61,1323.09,11991.8,9065.07,2471.94,1839.98,2286.63,1527.58,4838.43,0.0,0.0,0,4,0,0,0,1,0,0,0,0,502,Winter,5,5,76,413.0,151,11
Manoj Gupta,+918868460066,manojgupta214@outlook.com,67.48,1609.79,14227.09,7364.12,1720.34,1068.01,9952.45,5031.18,6216.61,590.42,48917.03,0,0,6,0,0,12,0,0,8,2,557,Winter,5,3,89,681.11,88,33
Meera Gupta,+919659064681,meeragupta768@gmail.com,136.23,3420.04,58894.7,1917.03,2835.63,1654.89,3930.12,924.8,5439.69,0.0,0.0,0,0,0,0,0,0,0,0,0,0,762,Summer,6,6,57,511.73,264,55
Christopher Martinez,+917166555354,christophermartinez288@gmail.com,466.5,2365.58,19814.13,3585.62,3890.43,1472.98,3494.14,1064.75,1482.49,0.0,0.0,0,0,7,0,0,0,0,0,10,0,494,Spring,3,3,73,400.4,154,28
Sonia Davis,+918986705008,soniadavis570@outlook.com,239.71,1096.46,16518.84,15689.28,615.6,1267.4,14261.61,17161.66,35149.69,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Summer,7,12,105,2942.96,205,34
Meera Davis,+918393651601,meeradavis34@hotmail.com,175.61,5037.99,10437.59,10906.28,1685.25,5017.94,7750.81,14066.67,430.25,1577.53,41888.37,0,7,0,0,0,0,0,0,0,0,698,Monsoon,4,11,68,429.78,114,40
Deborah Hernandez,+916690603608,deborahhernandez307@gmail.com,932.88,1557.77,19862.53,1309.8,1713.28,929.08,10460.99,6122.48,2357.32,0.0,0.0,0,0,0,0,0,0,3,0,0,0,830,Monsoon,8,11,73,1351.26,173,84
Sonia Verma,+918376337111,soniaverma325@yahoo.com,239.29,2969.1,25271.51,12915.85,8048.26,860.34,3264.82,913.87,9668.54,3302.95,177793.06,0,0,0,0,0,0,0,1,0,0,738,Spring,10,7,36,3306.01,225,66
Sonia Martin,+919963835012,soniamartin168@example.com,83.31,4458.21,32694.33,8011.82,2086.78,2846.52,1196.33,1119.92,20498.15,7627.44,159370.56,0,0,0,0,0,0,0,0,0,0,880,Monsoon,5,10,103,1799.1,189,47
James Wilson,+919608356354,jameswilson334@example.com,179.69,1528.42,39647.87,5925.62,3934.82,2282.72,13720.07,10281.21,1892.94,1271.65,32132.5,0,0,0,0,0,0,0,0,0,0,882,Monsoon,4,11,98,777.24,123,13
Raj Wilson,+918241669444,rajwilson158@outlook.com,278.02,1816.86,40474.84,8305.01,4316.93,764.03,13598.35,1255.22,625.02,0.0,0.0,0,0,0,0,0,0,0,0,0,0,862,Spring,6,10,117,704.18,161,5
Divya Smith,+918340330131,divyasmith892@outlook.com,490.7,1118.83,17533.02,6194.92,4825.96,2578.85,2272.87,2557.31,320.25,0.0,0.0,0,0,0,0,0,0,3,0,0,0,622,Summer,11,8,75,540.01,151,5
Thomas Jones,+918843085979,thomasjones44@outlook.com,384.43,734.22,19358.89,4653.11,2413.97,4752.1,23254.67,18248.33,156.81,0.0,0.0,0,3,0,0,0,0,0,0,0,0,751,Monsoon,8,7,85,378.97,142,26
Sanjay Jain,+919160008718,sanjayjain801@example.com,364.23,2924.81,8886.75,14218.06,1532.24,2479.03,5424.38,718.51,5441.48,0.0,0.0,0,0,0,0,0,0,0,0,0,0,886,Spring,3,14,72,122.68,268,16
Arjun Martin,+916161804092,arjunmartin290@example.com,234.49,6890.16,49250.05,2620.23,4330.56,3137.31,28639.26,45616.61,9654.24,2419.27,56530.05,0,0,0,0,0,2,0,0,0,0,672,Winter,5,10,88,816.99,216,63
Manoj Nair,+916695196330,manojnair810@example.com,121.82,2848.48,33214.21,13742.6,2311.24,5325.4,1366.17,15391.17,2676.28,0.0,0.0,0,3,0,0,0,0,0,0,0,0,754,Monsoon,6,7,115,369.62,136,20
Aditi Mishra,+916291940330,aditimishra843@outlook.com,959.57,1576.48,89417.95,9723.36,876.77,2247.74,11897.44,1991.82,9679.73,0.0,0.0,0,0,0,0,0,0,0,0,0,0,866,Summer,8,7,69,3690.98,92,61
Akash Hernandez,+916398520152,akashhernandez767@yahoo.com,683.28,3375.97,43112.79,11756.18,9097.77,1228.62,13453.21,13769.39,5893.95,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Winter,9,9,111,1846.2,164,5
Aditi Verma,+919433385764,aditiverma890@gmail.com,457.02,3307.02,28456.88,4368.44,2395.05,1388.02,5067.86,1371.74,957.9,0.0,0.0,0,0,0,0,0,1,0,0,0,0,671,Spring,6,5,62,1349.38,222,8
Rashmi Reddy,+918744333313,rashmireddy237@hotmail.com,166.07,2009.47,29098.98,7340.44,2498.34,2437.52,23075.25,10627.83,7466.24,0.0,0.0,0,0,1,0,0,0,0,0,0,0,832,Monsoon,9,7,86,4000.42,181,55
Emma Miller,+916606382215,emmamiller693@example.com,326.6,1273.93,67293.85,5181.84,2218.02,4686.71,3598.0,9658.61,35806.23,0.0,0.0,0,0,0,0,0,4,0,0,0,0,755,Monsoon,13,3,84,369.16,259,69
Sunita Iyer,+918308268477,sunitaiyer411@example.com,84.62,3394.12,16885.86,12565.22,4038.64,1475.91,11424.24,4400.88,652.24,7303.85,153921.04,0,0,0,9,3,0,0,0,0,0,674,Winter,4,3,68,783.1,177,21
Aarav Yadav,+917703195621,aaravyadav106@example.com,203.54,2907.73,99433.28,15287.96,4571.4,2184.35,7526.83,1728.84,1627.52,0.0,0.0,0,0,0,0,0,0,0,0,0,0,774,Winter,7,9,50,1588.93,123,1
Preeti Singh,+918159289586,preetisingh567@example.com,158.02,6482.01,41508.9,12864.34,2484.66,1408.64,3061.24,10723.34,4018.99,0.0,0.0,0,0,0,0,0,0,0,0,0,0,761,Summer,12,8,88,3380.45,237,0
Michael Agarwal,+918014269779,michaelagarwal964@hotmail.com,512.42,1766.6,39235.88,14921.56,1357.47,934.7,2582.53,4947.85,1211.25,0.0,0.0,0,0,0,0,0,0,5,0,0,0,720,Summer,10,2,95,3595.31,121,27
David Jackson,+919602626812,davidjackson359@hotmail.com,87.54,2317.62,85743.64,10964.81,3771.89,3827.53,22864.25,10730.07,2877.03,0.0,0.0,0,0,0,0,0,0,0,0,0,0,823,Summer,4,8,77,701.34,270,71
Suresh Martinez,+918480297635,sureshmartinez386@gmail.com,472.86,1937.7,113777.73,17339.61,827.31,3293.22,3967.78,2144.07,2031.81,17535.13,464281.97,0,0,0,0,0,0,1,0,0,1,646,Winter,7,10,73,1133.61,91,3
Neha Hernandez,+917333538139,nehahernandez565@example.com,313.07,1077.47,13541.34,1814.06,1395.64,2237.19,7576.05,8478.52,3672.53,0.0,0.0,0,0,0,0,0,0,0,1,0,0,707,Spring,8,4,70,477.49,202,28
Rashmi Johnson,+916036005413,rashmijohnson832@yahoo.com,285.53,1518.8,32887.48,4261.38,1225.38,1655.9,6753.55,2991.37,7326.04,0.0,0.0,0,3,0,0,0,7,0,13,0,0,515,Spring,4,4,95,444.75,167,14
Ravi Davis,+917409262522,ravidavis556@example.com,380.49,1148.42,108542.02,8987.22,988.95,1550.96,2492.45,10272.12,526.18,0.0,0.0,0,0,0,0,0,0,0,0,0,0,791,Monsoon,4,9,111,1679.56,191,35
Ashley Davis,+918047493046,ashleydavis53@yahoo.com,767.67,2088.01,54786.96,18209.2,1889.08,2363.22,2722.87,2544.59,119912.91,16373.32,362895.86,0,0,0,0,0,0,1,0,0,0,785,Monsoon,10,15,113,2858.2,87,1
Kavya Garcia,+917152047786,kavyagarcia872@example.com,338.95,3791.73,47996.43,5181.42,3211.3,2180.26,5668.73,3336.42,4747.14,0.0,0.0,0,0,0,0,0,0,1,0,0,0,680,Winter,4,9,78,743.22,136,22
Arjun Jackson,+917019569827,arjunjackson34@gmail.com,384.97,797.55,20773.49,21106.87,1132.11,3352.75,9651.89,3492.89,9012.97,0.0,0.0,0,0,0,0,0,0,0,0,0,0,782,Winter,8,4,114,1966.1,147,132
Robert Gonzalez,+916291346719,robertgonzalez91@gmail.com,654.66,1826.02,37023.12,9392.94,18217.52,811.07,13981.52,4039.51,255.04,5667.85,130421.34,0,0,0,0,0,0,0,0,0,0,798,Summer,6,4,93,270.24,211,33
Vikram Gonzalez,+919682247446,vikramgonzalez945@yahoo.com,734.35,1596.62,19813.58,13301.42,1803.85,5082.17,3313.01,5286.4,376.08,0.0,0.0,0,0,2,0,1,0,3,0,0,0,687,Monsoon,7,6,73,922.54,165,34
